sep=;
Date;High price;Low price;Closing price;Average price;Total volume;Turnover
2025-05-02;"3,815.51";"3,767.14";"3,811.86";;1;
2025-04-30;"3,743.28";"3,661.21";"3,743.28";;1;
2025-04-29;"3,748.33";"3,683.81";"3,693.38";;1;
2025-04-28;"3,760.68";"3,724.91";"3,734.30";;1;
2025-04-25;"3,754.39";"3,706.03";"3,739.81";;1;
2025-04-24;"3,697.43";"3,633.77";"3,693.01";;1;
2025-04-23;"3,711.92";"3,628.69";"3,663.69";;1;
2025-04-22;"3,599.91";"3,539.33";"3,599.91";;1;
2025-04-17;"3,639.43";"3,582.80";"3,594.56";;1;
2025-04-16;"3,630.24";"3,590.97";"3,628.80";;1;
2025-04-15;"3,667.70";"3,590.71";"3,665.15";;1;
2025-04-14;"3,594.83";"3,536.39";"3,586.00";;1;
2025-04-11;"3,512.63";"3,394.60";"3,493.26";;1;
2025-04-10;"3,642.34";"3,345.84";"3,498.97";;1;
2025-04-09;"3,373.35";"3,271.84";"3,326.48";;1;
2025-04-08;"3,467.27";"3,371.27";"3,415.20";;1;
2025-04-07;"3,520.25";"3,195.30";"3,331.52";;1;
2025-04-04;"3,637.46";"3,434.99";"3,487.35";;1;
2025-04-03;"3,735.80";"3,638.43";"3,651.54";;1;
2025-04-02;"3,830.48";"3,759.85";"3,827.76";;1;
2025-04-01;"3,864.47";"3,826.50";"3,853.97";;1;
2025-03-31;"3,870.30";"3,815.94";"3,826.60";;1;
2025-03-28;"3,955.59";"3,897.04";"3,915.43";;1;
2025-03-27;"3,976.33";"3,928.53";"3,972.18";;1;
2025-03-26;"4,068.44";"3,991.46";"3,999.47";;1;
2025-03-25;"4,056.73";"3,991.59";"4,056.73";;1;
2025-03-24;"4,060.91";"4,029.31";"4,044.45";;1;
2025-03-21;"4,084.07";"4,009.60";"4,027.68";;1;
2025-03-20;"4,137.57";"4,058.01";"4,102.87";;1;
2025-03-19;"4,133.06";"4,100.47";"4,127.71";;1;
2025-03-18;"4,168.70";"4,106.98";"4,130.35";;1;
2025-03-17;"4,134.64";"4,104.67";"4,128.57";;1;
2025-03-14;"4,118.73";"4,049.29";"4,115.28";;1;
2025-03-13;"4,084.19";"4,002.74";"4,051.37";;1;
2025-03-12;"4,121.05";"4,050.75";"4,082.01";;1;
2025-03-11;"4,163.59";"4,045.65";"4,050.31";;1;
2025-03-10;"4,198.58";"4,122.32";"4,136.79";;1;
2025-03-07;"4,197.02";"4,122.18";"4,189.55";;1;
