sep=;
Date;High price;Low price;Closing price;Average price;Total volume;Turnover
2025-08-08;981.35;976.41;978.73;;1;
2025-08-07;980.14;969.04;976.67;;1;
2025-08-06;974.83;964.35;966.10;;1;
2025-08-05;969.70;964.11;966.65;;1;
2025-08-04;962.07;956.85;961.89;;1;
2025-08-01;963.37;950.76;955.07;;1;
2025-07-31;985.85;971.29;971.43;;1;
2025-07-30;988.51;980.34;981.56;;1;
2025-07-29;991.19;982.10;983.03;;1;
2025-07-28;999.82;979.11;981.25;;1;
2025-07-25;987.83;980.66;987.83;;1;
2025-07-24;992.82;984.79;985.95;;1;
2025-07-23;983.53;973.85;982.27;;1;
2025-07-22;969.69;962.98;964.43;;1;
2025-07-21;974.21;968.45;970.33;;1;
2025-07-18;984.59;967.73;968.58;;1;
2025-07-17;978.90;969.62;975.83;;1;
2025-07-16;970.53;961.30;961.75;;1;
2025-07-15;977.44;969.23;969.23;;1;
2025-07-14;970.23;965.01;968.71;;1;
2025-07-11;982.14;973.27;973.50;;1;
2025-07-10;986.17;973.45;986.17;;1;
2025-07-09;974.08;962.64;970.84;;1;
2025-07-08;965.44;957.86;965.44;;1;
2025-07-07;964.81;960.79;962.97;;1;
2025-07-04;966.14;960.19;964.40;;1;
2025-07-03;972.42;965.96;969.02;;1;
2025-07-02;964.25;954.42;963.57;;1;
2025-07-01;955.50;944.91;953.18;;1;
2025-06-30;963.75;950.93;953.13;;1;
2025-06-27;959.63;946.54;959.63;;1;
2025-06-26;940.77;934.45;939.25;;1;
2025-06-25;944.21;934.09;934.65;;1;
2025-06-24;949.00;935.93;936.54;;1;
2025-06-23;932.19;922.45;926.04;;1;
2025-06-19;935.29;929.61;929.61;;1;
2025-06-18;937.36;930.91;935.51;;1;
2025-06-17;941.00;934.07;935.32;;1;
2025-06-16;945.58;935.22;943.66;;1;
2025-06-13;937.30;931.48;934.04;;1;
2025-06-12;950.14;941.43;944.66;;1;
2025-06-11;961.93;953.64;953.64;;1;
2025-06-10;960.84;956.06;958.98;;1;
2025-06-09;965.34;958.89;958.92;;1;
2025-06-05;962.25;953.51;959.58;;1;
2025-06-04;955.89;947.84;955.05;;1;
2025-06-03;947.50;938.38;944.59;;1;
2025-06-02;947.54;937.01;944.15;;1;
2025-05-30;955.97;944.37;948.78;;1;
2025-05-28;955.52;949.56;951.73;;1;
2025-05-27;959.23;951.97;954.27;;1;
2025-05-26;953.75;948.89;952.80;;1;
2025-05-23;956.42;925.64;938.63;;1;
2025-05-22;962.90;944.00;947.01;;1;
2025-05-21;969.53;958.76;967.82;;1;
2025-05-20;974.16;965.57;973.11;;1;
2025-05-19;969.92;960.54;969.73;;1;
2025-05-16;976.04;965.66;968.90;;1;
2025-05-15;969.72;958.40;969.40;;1;
2025-05-14;968.42;961.09;962.95;;1;
2025-05-13;968.58;961.68;966.33;;1;
2025-05-12;967.34;946.58;965.08;;1;
